Email,Major Name,Degree Type
jt3398@illinois.edu,Computer Science + Philosophy, BSLAS
jt4140@illinois.edu,Computer Science + Economics, BSLAS
jt4983@illinois.edu,Computer Science + Economics, BSLAS
jt3609@illinois.edu,Computer Science + Bioengineering, BS
jt5803@illinois.edu,Computer Science + Crop Sciences, BS
jt3132@illinois.edu,Computer Science + Linguistics, BSLAS
jt3258@illinois.edu,Computer Science + Bioengineering, BS
jt4247@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2494@illinois.edu,Computer Science + Economics, BSLAS
jt260@illinois.edu,Computer Science, BS
jt3196@illinois.edu,Computer Science + Anthropology, BSLAS
jt220@illinois.edu,Computer Science + Economics, BSLAS
jt1123@illinois.edu,Computer Science + Philosophy, BSLAS
jt3576@illinois.edu,Computer Science, BS
jt3166@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5583@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3482@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5743@illinois.edu,Computer Science + Linguistics, BSLAS
jt1470@illinois.edu,Computer Science + Chemistry, BSLAS
jt691@illinois.edu,Computer Science + Bioengineering, BS
jt1469@illinois.edu,Statistics & Computer Science, BSLAS
jt1550@illinois.edu,Computer Science + Physics, BS
jt944@illinois.edu,Computer Science + Chemistry, BSLAS
jt4823@illinois.edu,Computer Engineering, BS
jt1399@illinois.edu,Computer Science + Linguistics, BSLAS
jt3749@illinois.edu,Computer Science + Physics, BS
jt4543@illinois.edu,Computer Science + Astronomy, BSLAS
jt4329@illinois.edu,Computer Science + Philosophy, BSLAS
jt1664@illinois.edu,Statistics & Computer Science, BSLAS
jt4664@illinois.edu,Computer Science + Advertising, BS
jt3307@illinois.edu,Mathematics & Computer Science, BSLAS
jt1075@illinois.edu,Computer Science + Crop Sciences, BS
jt3995@illinois.edu,Computer Science, BS
jt1872@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2483@illinois.edu,Computer Science & Music, BS
jt2861@illinois.edu,Mathematics & Computer Science, BSLAS
jt49@illinois.edu,Computer Science + Education, BS
jt4526@illinois.edu,Computer Science + Linguistics, BSLAS
jt1171@illinois.edu,Computer Science + Chemistry, BSLAS
jt713@illinois.edu,Computer Science & Music, BS
jt5930@illinois.edu,Computer Science + Crop Sciences, BS
jt3198@illinois.edu,Computer Science + Philosophy, BSLAS
jt963@illinois.edu,Computer Science, BS
jt2517@illinois.edu,Computer Science, BS
jt5890@illinois.edu,Computer Science + Chemistry, BSLAS
jt5189@illinois.edu,Computer Science + Chemistry, BSLAS
jt2597@illinois.edu,Computer Science + Linguistics, BSLAS
jt244@illinois.edu,Computer Science + Animal Sciences, BS
jt2879@illinois.edu,Computer Science + Economics, BSLAS
jt3617@illinois.edu,Statistics & Computer Science, BSLAS
jt2456@illinois.edu,Computer Science + Physics, BS
jt2143@illinois.edu,Computer Science + Economics, BSLAS
jt4043@illinois.edu,Computer Science & Music, BS
jt222@illinois.edu,Computer Science + Linguistics, BSLAS
jt3460@illinois.edu,Computer Science + Advertising, BS
jt1774@illinois.edu,Computer Science + Education, BS
jt2336@illinois.edu,Computer Science + Animal Sciences, BS
jt4868@illinois.edu,Computer Science + Bioengineering, BS
jt774@illinois.edu,Computer Science + Chemistry, BSLAS
jt2809@illinois.edu,Computer Science + Bioengineering, BS
jt5840@illinois.edu,Statistics & Computer Science, BSLAS
jt3923@illinois.edu,Computer Engineering, BS
jt501@illinois.edu,Computer Science & Music, BS
jt4378@illinois.edu,Computer Science + Music, BS
jt1112@illinois.edu,Computer Science, BS
jt4644@illinois.edu,Computer Science + Astronomy, BSLAS
jt5884@illinois.edu,Computer Science + Physics, BS
jt2825@illinois.edu,Computer Science + Music, BS
jt2073@illinois.edu,Computer Science + Philosophy, BSLAS
jt4665@illinois.edu,Computer Science + Education, BS
jt3754@illinois.edu,Computer Science + Animal Sciences, BS
jt4432@illinois.edu,Mathematics & Computer Science, BSLAS
jt5247@illinois.edu,Computer Science + Philosophy, BSLAS
jt3865@illinois.edu,Statistics & Computer Science, BSLAS
jt4269@illinois.edu,Computer Science & Music, BS
jt1092@illinois.edu,Computer Science + Economics, BSLAS
jt4164@illinois.edu,Computer Science + Physics, BS
jt2027@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5981@illinois.edu,Computer Science + Economics, BSLAS
jt4080@illinois.edu,Computer Science + Music, BS
jt2559@illinois.edu,Computer Science + Anthropology, BSLAS
jt3249@illinois.edu,Computer Science + Physics, BS
jt1302@illinois.edu,Computer Science + Advertising, BS
jt1619@illinois.edu,Computer Science + Astronomy, BSLAS
jt2553@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2544@illinois.edu,Computer Science + Linguistics, BSLAS
jt136@illinois.edu,Computer Science + Physics, BS
jt2013@illinois.edu,Computer Science + Anthropology, BSLAS
jt1017@illinois.edu,Computer Science + Chemistry, BSLAS
jt813@illinois.edu,Computer Science + Music, BS
jt2191@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1172@illinois.edu,Computer Science, BS
jt3687@illinois.edu,Computer Science + Music, BS
jt4740@illinois.edu,Computer Science + Economics, BSLAS
jt1311@illinois.edu,Computer Science + Education, BS
jt4022@illinois.edu,Computer Science + Crop Sciences, BS
jt751@illinois.edu,Computer Science + Animal Sciences, BS
jt1920@illinois.edu,Computer Science + Advertising, BS
jt5005@illinois.edu,Computer Science + Education, BS
jt3664@illinois.edu,Mathematics & Computer Science, BSLAS
jt1761@illinois.edu,Computer Engineering, BS
jt2236@illinois.edu,Computer Science + Education, BS
jt3358@illinois.edu,Computer Science + Chemistry, BSLAS
jt1071@illinois.edu,Computer Science, BS
jt3087@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5390@illinois.edu,Computer Science + Anthropology, BSLAS
jt765@illinois.edu,Computer Science + Astronomy, BSLAS
jt4177@illinois.edu,Computer Science + Philosophy, BSLAS
jt5423@illinois.edu,Mathematics & Computer Science, BSLAS
jt289@illinois.edu,Computer Engineering, BS
jt1091@illinois.edu,Computer Science + Music, BS
jt3037@illinois.edu,Computer Science + Anthropology, BSLAS
jt3770@illinois.edu,Computer Science + Chemistry, BSLAS
jt2764@illinois.edu,Computer Science + Philosophy, BSLAS
jt1902@illinois.edu,Computer Science + Education, BS
jt3465@illinois.edu,Computer Science + Bioengineering, BS
jt2902@illinois.edu,Computer Science, BS
jt1551@illinois.edu,Computer Science + Chemistry, BSLAS
jt1631@illinois.edu,Computer Science + Education, BS
jt5036@illinois.edu,Computer Science + Crop Sciences, BS
jt4320@illinois.edu,Computer Science + Linguistics, BSLAS
jt1447@illinois.edu,Computer Science + Linguistics, BSLAS
jt2341@illinois.edu,Computer Science + Bioengineering, BS
jt3194@illinois.edu,Computer Engineering, BS
jt5482@illinois.edu,Computer Science + Advertising, BS
jt4700@illinois.edu,Computer Science & Music, BS
jt356@illinois.edu,Computer Science + Animal Sciences, BS
jt5617@illinois.edu,Computer Science + Chemistry, BSLAS
jt2519@illinois.edu,Computer Science + Education, BS
jt2078@illinois.edu,Computer Science + Economics, BSLAS
jt1772@illinois.edu,Computer Science + Crop Sciences, BS
jt734@illinois.edu,Computer Science + Music, BS
jt3176@illinois.edu,Computer Science & Music, BS
jt4297@illinois.edu,Computer Science + Astronomy, BSLAS
jt1444@illinois.edu,Computer Science + Education, BS
jt1843@illinois.edu,Computer Science + Physics, BS
jt3008@illinois.edu,Computer Science + Physics, BS
jt4756@illinois.edu,Computer Science & Music, BS
jt4697@illinois.edu,Computer Science + Chemistry, BSLAS
jt4137@illinois.edu,Computer Engineering, BS
jt616@illinois.edu,Computer Science + Physics, BS
jt5866@illinois.edu,Mathematics & Computer Science, BSLAS
jt1562@illinois.edu,Computer Science + Astronomy, BSLAS
jt4885@illinois.edu,Computer Engineering, BS
jt3884@illinois.edu,Computer Science + Music, BS
jt4206@illinois.edu,Computer Science + Advertising, BS
jt1407@illinois.edu,Computer Science + Economics, BSLAS
jt2837@illinois.edu,Computer Science + Astronomy, BSLAS
jt1139@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt12@illinois.edu,Computer Science + Economics, BSLAS
jt5896@illinois.edu,Computer Engineering, BS
jt3098@illinois.edu,Computer Science + Bioengineering, BS
jt2514@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3057@illinois.edu,Computer Science + Astronomy, BSLAS
jt2966@illinois.edu,Computer Science + Crop Sciences, BS
jt2892@illinois.edu,Computer Science + Astronomy, BSLAS
jt298@illinois.edu,Mathematics & Computer Science, BSLAS
jt5264@illinois.edu,Computer Engineering, BS
jt592@illinois.edu,Computer Science + Education, BS
jt2063@illinois.edu,Computer Science + Linguistics, BSLAS
jt599@illinois.edu,Computer Science + Bioengineering, BS
jt715@illinois.edu,Computer Science + Astronomy, BSLAS
jt3362@illinois.edu,Computer Science + Chemistry, BSLAS
jt1372@illinois.edu,Computer Science + Crop Sciences, BS
jt5029@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5058@illinois.edu,Mathematics & Computer Science, BSLAS
jt2008@illinois.edu,Computer Science + Philosophy, BSLAS
jt4355@illinois.edu,Computer Science + Animal Sciences, BS
jt3458@illinois.edu,Statistics & Computer Science, BSLAS
jt3389@illinois.edu,Computer Science, BS
jt4618@illinois.edu,Computer Science, BS
jt630@illinois.edu,Computer Science + Education, BS
jt1057@illinois.edu,Computer Science + Bioengineering, BS
jt968@illinois.edu,Computer Science + Philosophy, BSLAS
jt5280@illinois.edu,Computer Science + Philosophy, BSLAS
jt2107@illinois.edu,Computer Science + Bioengineering, BS
jt4208@illinois.edu,Computer Science + Philosophy, BSLAS
jt5083@illinois.edu,Computer Engineering, BS
jt5113@illinois.edu,Computer Science + Anthropology, BSLAS
jt4791@illinois.edu,Computer Engineering, BS
jt4304@illinois.edu,Computer Science + Anthropology, BSLAS
jt3013@illinois.edu,Mathematics & Computer Science, BSLAS
jt4750@illinois.edu,Computer Science + Linguistics, BSLAS
jt5290@illinois.edu,Computer Science + Animal Sciences, BS
jt4915@illinois.edu,Computer Science + Economics, BSLAS
jt855@illinois.edu,Computer Science + Crop Sciences, BS
jt2280@illinois.edu,Computer Science + Economics, BSLAS
jt4409@illinois.edu,Computer Science + Music, BS
jt2831@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1242@illinois.edu,Computer Science + Linguistics, BSLAS
jt5251@illinois.edu,Mathematics & Computer Science, BSLAS
jt5371@illinois.edu,Computer Science + Philosophy, BSLAS
jt5329@illinois.edu,Computer Science + Advertising, BS
jt2197@illinois.edu,Computer Science + Physics, BS
jt5538@illinois.edu,Computer Science + Physics, BS
jt5353@illinois.edu,Computer Science + Physics, BS
jt2826@illinois.edu,Computer Science + Astronomy, BSLAS
jt3096@illinois.edu,Computer Science + Animal Sciences, BS
jt2682@illinois.edu,Computer Science + Bioengineering, BS
jt781@illinois.edu,Computer Science + Anthropology, BSLAS
jt2164@illinois.edu,Computer Science + Animal Sciences, BS
jt4797@illinois.edu,Computer Science & Music, BS
jt4955@illinois.edu,Computer Science + Advertising, BS
jt2429@illinois.edu,Computer Science + Philosophy, BSLAS
jt1975@illinois.edu,Computer Science & Music, BS
jt5493@illinois.edu,Computer Science + Philosophy, BSLAS
jt662@illinois.edu,Computer Science + Crop Sciences, BS
jt4819@illinois.edu,Computer Science + Economics, BSLAS
jt1186@illinois.edu,Computer Science + Physics, BS
jt694@illinois.edu,Computer Science + Crop Sciences, BS
jt1493@illinois.edu,Computer Science + Music, BS
jt3659@illinois.edu,Computer Science + Economics, BSLAS
jt2985@illinois.edu,Computer Science + Linguistics, BSLAS
jt1456@illinois.edu,Computer Science + Music, BS
jt4687@illinois.edu,Statistics & Computer Science, BSLAS
jt2136@illinois.edu,Computer Science + Physics, BS
jt2565@illinois.edu,Computer Science + Advertising, BS
jt3702@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3027@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5182@illinois.edu,Computer Science + Chemistry, BSLAS
jt2235@illinois.edu,Computer Science + Anthropology, BSLAS
jt420@illinois.edu,Statistics & Computer Science, BSLAS
jt4399@illinois.edu,Computer Science + Astronomy, BSLAS
jt5475@illinois.edu,Statistics & Computer Science, BSLAS
jt5921@illinois.edu,Computer Science + Bioengineering, BS
jt1066@illinois.edu,Computer Science + Astronomy, BSLAS
jt4306@illinois.edu,Computer Science & Music, BS
jt3033@illinois.edu,Computer Science + Philosophy, BSLAS
jt2633@illinois.edu,Computer Engineering, BS
jt5222@illinois.edu,Computer Science + Linguistics, BSLAS
jt2870@illinois.edu,Computer Science + Astronomy, BSLAS
jt2532@illinois.edu,Mathematics & Computer Science, BSLAS
jt1951@illinois.edu,Computer Science + Economics, BSLAS
jt1325@illinois.edu,Computer Science + Linguistics, BSLAS
jt5026@illinois.edu,Computer Science + Economics, BSLAS
jt1147@illinois.edu,Computer Science + Crop Sciences, BS
jt3985@illinois.edu,Computer Science + Astronomy, BSLAS
jt5249@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2938@illinois.edu,Statistics & Computer Science, BSLAS
jt1661@illinois.edu,Statistics & Computer Science, BSLAS
jt5295@illinois.edu,Computer Science + Advertising, BS
jt699@illinois.edu,Computer Science + Education, BS
jt778@illinois.edu,Computer Science, BS
jt3651@illinois.edu,Computer Science + Physics, BS
jt932@illinois.edu,Computer Science + Music, BS
jt5596@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2281@illinois.edu,Statistics & Computer Science, BSLAS
jt551@illinois.edu,Computer Science + Education, BS
jt1700@illinois.edu,Computer Science + Physics, BS
jt1477@illinois.edu,Computer Science + Anthropology, BSLAS
jt565@illinois.edu,Mathematics & Computer Science, BSLAS
jt5565@illinois.edu,Computer Science + Anthropology, BSLAS
jt5798@illinois.edu,Computer Engineering, BS
jt779@illinois.edu,Computer Science + Physics, BS
jt5130@illinois.edu,Computer Science + Crop Sciences, BS
jt2679@illinois.edu,Computer Science + Physics, BS
jt4942@illinois.edu,Computer Science + Economics, BSLAS
jt2910@illinois.edu,Computer Science + Music, BS
jt4260@illinois.edu,Computer Science + Physics, BS
jt5293@illinois.edu,Statistics & Computer Science, BSLAS
jt4248@illinois.edu,Computer Engineering, BS
jt3323@illinois.edu,Computer Science + Economics, BSLAS
jt4211@illinois.edu,Computer Science + Physics, BS
jt1736@illinois.edu,Computer Engineering, BS
jt1479@illinois.edu,Computer Science + Chemistry, BSLAS
jt2015@illinois.edu,Computer Science & Music, BS
jt3743@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2292@illinois.edu,Computer Science, BS
jt5788@illinois.edu,Computer Engineering, BS
jt3235@illinois.edu,Computer Science & Music, BS
jt165@illinois.edu,Computer Science & Music, BS
jt175@illinois.edu,Computer Science + Philosophy, BSLAS
jt911@illinois.edu,Statistics & Computer Science, BSLAS
jt1253@illinois.edu,Computer Science + Animal Sciences, BS
jt2242@illinois.edu,Computer Science, BS
jt5816@illinois.edu,Computer Engineering, BS
jt600@illinois.edu,Computer Science, BS
jt1389@illinois.edu,Computer Science + Chemistry, BSLAS
jt2921@illinois.edu,Computer Science + Linguistics, BSLAS
jt4175@illinois.edu,Computer Science + Anthropology, BSLAS
jt4645@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1141@illinois.edu,Computer Science, BS
jt640@illinois.edu,Computer Science + Philosophy, BSLAS
jt402@illinois.edu,Computer Science + Bioengineering, BS
jt1371@illinois.edu,Computer Science & Music, BS
jt2265@illinois.edu,Computer Science + Music, BS
jt4571@illinois.edu,Computer Science + Anthropology, BSLAS
jt2587@illinois.edu,Computer Science + Physics, BS
jt870@illinois.edu,Computer Science + Physics, BS
jt1252@illinois.edu,Computer Science + Crop Sciences, BS
jt142@illinois.edu,Computer Science + Chemistry, BSLAS
jt596@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4521@illinois.edu,Computer Science + Linguistics, BSLAS
jt1188@illinois.edu,Mathematics & Computer Science, BSLAS
jt1095@illinois.edu,Computer Engineering, BS
jt1230@illinois.edu,Computer Science + Chemistry, BSLAS
jt1971@illinois.edu,Computer Science & Music, BS
jt164@illinois.edu,Computer Science & Music, BS
jt5127@illinois.edu,Computer Science + Bioengineering, BS
jt5299@illinois.edu,Statistics & Computer Science, BSLAS
jt5831@illinois.edu,Computer Science + Philosophy, BSLAS
jt2443@illinois.edu,Computer Science + Chemistry, BSLAS
jt1534@illinois.edu,Computer Engineering, BS
jt986@illinois.edu,Computer Engineering, BS
jt2162@illinois.edu,Computer Science + Education, BS
jt4783@illinois.edu,Mathematics & Computer Science, BSLAS
jt5378@illinois.edu,Computer Science, BS
jt2328@illinois.edu,Computer Science + Animal Sciences, BS
jt5745@illinois.edu,Computer Science + Crop Sciences, BS
jt2753@illinois.edu,Computer Science + Chemistry, BSLAS
jt2220@illinois.edu,Computer Science + Bioengineering, BS
jt812@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4980@illinois.edu,Mathematics & Computer Science, BSLAS
jt3391@illinois.edu,Computer Science & Music, BS
jt1974@illinois.edu,Computer Science + Physics, BS
jt1401@illinois.edu,Computer Science + Chemistry, BSLAS
jt2299@illinois.edu,Computer Science + Crop Sciences, BS
jt2702@illinois.edu,Computer Engineering, BS
jt4986@illinois.edu,Computer Science + Philosophy, BSLAS
jt4541@illinois.edu,Mathematics & Computer Science, BSLAS
jt661@illinois.edu,Computer Science + Economics, BSLAS
jt4908@illinois.edu,Computer Science + Animal Sciences, BS
jt3103@illinois.edu,Computer Science + Advertising, BS
jt5140@illinois.edu,Computer Science + Advertising, BS
jt2958@illinois.edu,Computer Science + Linguistics, BSLAS
jt1582@illinois.edu,Computer Science + Chemistry, BSLAS
jt3030@illinois.edu,Computer Science + Bioengineering, BS
jt4799@illinois.edu,Computer Engineering, BS
jt4024@illinois.edu,Computer Science + Physics, BS
jt1627@illinois.edu,Computer Science, BS
jt5947@illinois.edu,Computer Science + Anthropology, BSLAS
jt1273@illinois.edu,Computer Science + Music, BS
jt585@illinois.edu,Computer Science + Bioengineering, BS
jt2482@illinois.edu,Computer Engineering, BS
jt1037@illinois.edu,Mathematics & Computer Science, BSLAS
jt1973@illinois.edu,Statistics & Computer Science, BSLAS
jt475@illinois.edu,Computer Science + Music, BS
jt3345@illinois.edu,Statistics & Computer Science, BSLAS
jt1901@illinois.edu,Computer Science + Music, BS
jt29@illinois.edu,Computer Science + Education, BS
jt2119@illinois.edu,Computer Science + Economics, BSLAS
jt5730@illinois.edu,Mathematics & Computer Science, BSLAS
jt1461@illinois.edu,Computer Science + Crop Sciences, BS
jt3262@illinois.edu,Computer Science + Music, BS
jt3399@illinois.edu,Computer Science + Anthropology, BSLAS
jt3346@illinois.edu,Computer Science + Advertising, BS
jt4345@illinois.edu,Computer Science + Music, BS
jt357@illinois.edu,Computer Science + Advertising, BS
jt1481@illinois.edu,Computer Science + Music, BS
jt4350@illinois.edu,Statistics & Computer Science, BSLAS
jt3554@illinois.edu,Computer Science + Philosophy, BSLAS
jt4113@illinois.edu,Computer Science + Bioengineering, BS
jt1630@illinois.edu,Mathematics & Computer Science, BSLAS
jt2890@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3736@illinois.edu,Computer Science + Linguistics, BSLAS
jt2741@illinois.edu,Computer Science + Music, BS
jt832@illinois.edu,Computer Science + Chemistry, BSLAS
jt3062@illinois.edu,Computer Science + Chemistry, BSLAS
jt63@illinois.edu,Computer Science + Chemistry, BSLAS
jt3973@illinois.edu,Computer Science + Crop Sciences, BS
jt3483@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2200@illinois.edu,Computer Science, BS
jt4309@illinois.edu,Computer Science + Philosophy, BSLAS
jt125@illinois.edu,Statistics & Computer Science, BSLAS
jt1158@illinois.edu,Computer Science + Bioengineering, BS
jt2555@illinois.edu,Computer Science + Bioengineering, BS
jt1501@illinois.edu,Computer Science + Music, BS
jt893@illinois.edu,Computer Science + Astronomy, BSLAS
jt1113@illinois.edu,Computer Science + Economics, BSLAS
jt4028@illinois.edu,Computer Science + Linguistics, BSLAS
jt2038@illinois.edu,Computer Science + Economics, BSLAS
jt5414@illinois.edu,Computer Engineering, BS
jt446@illinois.edu,Computer Science + Astronomy, BSLAS
jt4882@illinois.edu,Computer Science + Physics, BS
jt533@illinois.edu,Computer Science + Chemistry, BSLAS
jt1596@illinois.edu,Computer Science + Physics, BS
jt4037@illinois.edu,Statistics & Computer Science, BSLAS
jt4132@illinois.edu,Computer Science + Astronomy, BSLAS
jt2707@illinois.edu,Computer Science + Music, BS
jt791@illinois.edu,Computer Science + Music, BS
jt89@illinois.edu,Computer Science + Chemistry, BSLAS
jt4018@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4969@illinois.edu,Computer Science + Bioengineering, BS
jt1602@illinois.edu,Computer Science, BS
jt1475@illinois.edu,Computer Science + Philosophy, BSLAS
jt2375@illinois.edu,Computer Science + Chemistry, BSLAS
jt5333@illinois.edu,Computer Science + Linguistics, BSLAS
jt2354@illinois.edu,Computer Science + Economics, BSLAS
jt3412@illinois.edu,Computer Science + Astronomy, BSLAS
jt571@illinois.edu,Computer Science + Music, BS
jt4593@illinois.edu,Computer Science + Chemistry, BSLAS
jt5759@illinois.edu,Computer Science + Music, BS
jt5601@illinois.edu,Computer Science + Animal Sciences, BS
jt5742@illinois.edu,Computer Science + Philosophy, BSLAS
jt3234@illinois.edu,Computer Science + Astronomy, BSLAS
jt1347@illinois.edu,Computer Science + Physics, BS
jt4224@illinois.edu,Computer Science + Physics, BS
jt1396@illinois.edu,Computer Science + Advertising, BS
jt2461@illinois.edu,Computer Science + Chemistry, BSLAS
jt1159@illinois.edu,Mathematics & Computer Science, BSLAS
jt2961@illinois.edu,Computer Science, BS
jt4737@illinois.edu,Computer Science + Linguistics, BSLAS
jt4514@illinois.edu,Computer Science + Philosophy, BSLAS
jt2546@illinois.edu,Computer Science + Philosophy, BSLAS
jt3148@illinois.edu,Computer Science + Bioengineering, BS
jt2917@illinois.edu,Computer Science & Music, BS
jt3277@illinois.edu,Computer Science + Crop Sciences, BS
jt4603@illinois.edu,Computer Science + Linguistics, BSLAS
jt5790@illinois.edu,Computer Science + Physics, BS
jt2548@illinois.edu,Computer Science + Anthropology, BSLAS
jt5994@illinois.edu,Computer Science + Advertising, BS
jt1604@illinois.edu,Computer Science + Bioengineering, BS
jt2942@illinois.edu,Statistics & Computer Science, BSLAS
jt829@illinois.edu,Computer Science + Music, BS
jt2440@illinois.edu,Computer Science + Bioengineering, BS
jt3390@illinois.edu,Computer Science + Anthropology, BSLAS
jt3756@illinois.edu,Computer Science + Chemistry, BSLAS
jt818@illinois.edu,Computer Science & Music, BS
jt2533@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2183@illinois.edu,Computer Science, BS
jt1269@illinois.edu,Computer Science + Astronomy, BSLAS
jt4406@illinois.edu,Computer Science + Advertising, BS
jt4538@illinois.edu,Computer Science + Education, BS
jt3719@illinois.edu,Computer Science + Philosophy, BSLAS
jt499@illinois.edu,Computer Science + Bioengineering, BS
jt1316@illinois.edu,Computer Science + Linguistics, BSLAS
jt1050@illinois.edu,Computer Science + Music, BS
jt1845@illinois.edu,Computer Science + Astronomy, BSLAS
jt97@illinois.edu,Computer Science + Astronomy, BSLAS
jt1953@illinois.edu,Computer Science + Anthropology, BSLAS
jt2578@illinois.edu,Computer Science + Anthropology, BSLAS
jt3254@illinois.edu,Computer Science + Philosophy, BSLAS
jt235@illinois.edu,Statistics & Computer Science, BSLAS
jt371@illinois.edu,Computer Science, BS
jt572@illinois.edu,Computer Engineering, BS
jt5732@illinois.edu,Computer Science + Animal Sciences, BS
jt4276@illinois.edu,Computer Science + Anthropology, BSLAS
jt5772@illinois.edu,Computer Science + Economics, BSLAS
jt5200@illinois.edu,Computer Science + Linguistics, BSLAS
jt882@illinois.edu,Computer Science + Astronomy, BSLAS
jt825@illinois.edu,Computer Science + Astronomy, BSLAS
jt1854@illinois.edu,Computer Science + Crop Sciences, BS
jt5228@illinois.edu,Computer Science + Music, BS
jt1571@illinois.edu,Computer Science + Physics, BS
jt4392@illinois.edu,Computer Science + Philosophy, BSLAS
jt792@illinois.edu,Statistics & Computer Science, BSLAS
jt4401@illinois.edu,Computer Science + Animal Sciences, BS
jt1683@illinois.edu,Computer Science + Chemistry, BSLAS
jt3268@illinois.edu,Computer Science + Chemistry, BSLAS
jt2589@illinois.edu,Computer Science + Linguistics, BSLAS
jt1522@illinois.edu,Computer Science & Music, BS
jt3759@illinois.edu,Computer Science + Astronomy, BSLAS
jt69@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1032@illinois.edu,Statistics & Computer Science, BSLAS
jt4336@illinois.edu,Computer Science + Linguistics, BSLAS
jt4376@illinois.edu,Mathematics & Computer Science, BSLAS
jt2965@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5460@illinois.edu,Computer Science + Physics, BS
jt879@illinois.edu,Computer Science + Education, BS
jt3341@illinois.edu,Computer Science + Chemistry, BSLAS
jt3761@illinois.edu,Computer Engineering, BS
jt3682@illinois.edu,Computer Science + Bioengineering, BS
jt3625@illinois.edu,Computer Science + Linguistics, BSLAS
jt4540@illinois.edu,Mathematics & Computer Science, BSLAS
jt4725@illinois.edu,Mathematics & Computer Science, BSLAS
jt822@illinois.edu,Computer Science + Education, BS
jt3055@illinois.edu,Computer Science & Music, BS
jt4780@illinois.edu,Computer Science + Chemistry, BSLAS
jt293@illinois.edu,Computer Science + Economics, BSLAS
jt1948@illinois.edu,Computer Science + Chemistry, BSLAS
jt365@illinois.edu,Computer Science + Education, BS
jt226@illinois.edu,Computer Science + Education, BS
jt4338@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2983@illinois.edu,Computer Science + Education, BS
jt954@illinois.edu,Computer Science + Bioengineering, BS
jt5556@illinois.edu,Computer Science, BS
jt2523@illinois.edu,Computer Science + Animal Sciences, BS
jt392@illinois.edu,Computer Engineering, BS
jt816@illinois.edu,Computer Science & Music, BS
jt5787@illinois.edu,Computer Science + Crop Sciences, BS
jt811@illinois.edu,Computer Science + Astronomy, BSLAS
jt2745@illinois.edu,Computer Science + Linguistics, BSLAS
jt3157@illinois.edu,Mathematics & Computer Science, BSLAS
jt115@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt171@illinois.edu,Statistics & Computer Science, BSLAS
jt3140@illinois.edu,Computer Science, BS
jt2671@illinois.edu,Computer Science + Education, BS
jt2962@illinois.edu,Computer Science + Crop Sciences, BS
jt2367@illinois.edu,Statistics & Computer Science, BSLAS
jt605@illinois.edu,Computer Science + Physics, BS
jt3598@illinois.edu,Computer Science + Chemistry, BSLAS
jt4829@illinois.edu,Computer Science + Animal Sciences, BS
jt1836@illinois.edu,Computer Science + Advertising, BS
jt2166@illinois.edu,Mathematics & Computer Science, BSLAS
jt2645@illinois.edu,Computer Science + Economics, BSLAS
jt5170@illinois.edu,Computer Science, BS
jt3468@illinois.edu,Mathematics & Computer Science, BSLAS
jt5484@illinois.edu,Computer Science + Astronomy, BSLAS
jt5314@illinois.edu,Computer Science + Philosophy, BSLAS
jt5491@illinois.edu,Computer Science + Bioengineering, BS
jt5650@illinois.edu,Mathematics & Computer Science, BSLAS
jt641@illinois.edu,Computer Science + Advertising, BS
jt2450@illinois.edu,Computer Science + Economics, BSLAS
jt1173@illinois.edu,Computer Science & Music, BS
jt3557@illinois.edu,Computer Science + Chemistry, BSLAS
